143	Pachawela	帕查韦拉国
144	Ikari	伊卡里国
145	Chakukana	查库卡纳国
146	Ikakora	伊卡科拉国
147	Kuntakwa	昆塔夸国
148	Nkwawamba	恩夸温巴国
149	Lukankito	卢坎基托国
150	Kalakito	卡拉基托国
151	Kalenkwa	卡连夸国
152	Tawasi	塔瓦西国
153	Nzukwa	恩祖夸国
154	Ikamara	伊卡马拉国
155	Kuntakito	昆塔基托国
156	Yaruluma	雅鲁卢玛国
157	Mbeya	姆贝亚国
158	Nawewamba	纳韦温巴国
159	Amasanga	阿马桑加国
160	Mbeyuma	姆贝尤玛国
161	Itasanga	伊塔桑加国
162	Lukanni	卢坎尼国
163	Quiramara	奎拉马拉国
164	Niatonga	尼亚通加国
165	Kwarannte	夸兰恩特国
166	Pachazanda	帕查赞达国
167	Nzumbo	恩祖姆博国
168	Ngokora	恩戈科拉国
169	Itamba	伊塔姆巴国
170	Nawewa	纳韦瓦国
171	Oyakana	奥亚卡纳国
172	Ayana	阿亚纳国
173	Sanwemba	桑韦姆巴国
174	Kwaranmbo	夸兰姆博国
175	Oyanaru	奥亚纳鲁国
176	Pachanaru	帕查纳鲁国
177	Nzusanga	恩祖桑加国
178	Samukito	萨姆基托国
179	Oyante	奥亚恩特国
180	Kwaranya	夸兰亚国
181	Ayambo	阿亚姆博国
182	Umni	乌姆尼国
183	Kayala	卡亚拉国
184	Kalennaru	卡连纳鲁国
185	Waizanda	瓦伊赞达国
186	Yambari	扬巴里国
187	Mtuyuma	姆图尤玛国
188	Nawente	纳韦恩特国
189	Chakusi	查库西国
190	Mtuna	姆图纳国
191	Ikapana	伊卡帕纳国
192	Samuzanda	萨姆赞达国
193	Sanwebamba	桑韦班巴国
194	Nzuru	恩祖鲁国
195	Kalenwamba	卡连温巴国
196	Sanweluma	桑韦卢玛国
197	Niari	尼亚里国
198	Mbente	姆贝恩特国
199	Mbabamba	姆巴班巴国
200	Quirarumba	奎拉伦巴国
