083	Ostvir	奥斯维尔国
084	Norsten	诺尔斯滕国
085	Skorik	斯科里克国
086	Olemir	奥列米尔国
087	Persov	佩尔索夫国
088	Viranar	维拉纳尔国
089	Moralov	莫拉洛夫国
090	Valnov	瓦尔诺夫国
091	Runahov	鲁纳霍夫国
092	Pergar	佩尔加尔国
093	Dobmir	多布米尔国
094	Radograd	拉多格勒国
095	Branhov	布兰霍夫国
096	Freyyev	弗雷耶夫国
097	Krasten	克拉斯滕国
098	Bransten	布兰斯滕国
099	Alborg	阿尔博尔格国
100	Ivarad	伊瓦拉德国
101	Skonov	斯科诺夫国
102	Rosgar	洛斯加尔国
103	Levnov	列夫诺夫国
104	Olerik	奥列里克国
105	Kalegrad	卡列格勒国
106	Aldal	阿尔达尔国
107	Savisk	萨维斯克国
108	Radomor	拉多莫尔国
109	Brandal	布兰达尔国
110	Svidov	斯维多夫国
111	Alsk	阿尔斯克国
112	Virmir	维尔米尔国
113	Freyvor	弗雷沃尔国
114	Dobmor	多布莫尔国
115	Radonar	拉多纳尔国
116	Moralin	莫拉林国
117	Saviheim	萨维海姆国
118	Dobsk	多布斯克国
119	Skovik	斯科维克国
120	Veshsten	维什斯滕国
121	Freylin	弗雷林国
122	Yarossov	雅罗斯索夫国
123	Stagrad	斯塔格勒国
124	Novkald	诺夫卡尔德国
125	Dragrad	德拉格勒国
126	Mirodov	米罗多夫国
127	Levheim	列夫海姆国
128	Veshhov	维什霍夫国
129	Runamor	鲁纳莫尔国
130	Branslav	布兰斯拉夫国
131	Kargar	卡尔加尔国
132	Svisten	斯维斯滕国
133	Hroheim	赫罗海姆国
134	Kraheim	克拉海姆国
135	Dobdov	多布多夫国
136	Drakald	德拉卡尔德国
137	Bjovor	布约沃尔国
138	Kalevir	卡列维尔国
139	Levgrad	列夫格勒国
140	Kalemor	卡列莫尔国
141	Kalegar	卡列加尔国
142	Valnar	瓦尔纳尔国
143	Kraslav	克拉斯拉夫国
144	Hrovor	赫罗沃尔国
145	Styrvik	斯泰维克国
146	Veshlin	维什林国
147	Svivara	斯维瓦拉国
148	Jurnika	尤尔尼卡国
149	Holgora	霍尔戈拉国
150	Yarosnika	雅罗斯尼卡国
151	Ivaheim	伊瓦海姆国
152	Roskald	洛斯卡尔德国
153	Ivamor	伊瓦莫尔国
154	Holnar	霍尔纳尔国
155	Novlund	诺夫伦德国
156	Novdov	诺夫多夫国
157	Miroyev	米罗耶夫国
158	Dralov	德拉洛夫国
159	Dobgora	多布戈拉国
160	Torhov	托尔霍夫国
161	Savidal	萨维达尔国
162	Holmor	霍尔莫尔国
163	Hrorad	赫罗拉德国
164	Norborg	诺尔博尔格国
165	Branmor	布兰莫尔国
166	Tormor	托尔莫尔国
167	Alslav	阿尔斯拉夫国
168	Nordov	诺尔多夫国
169	Branvor	布兰沃尔国
170	Valslav	瓦尔斯拉夫国
171	Radohov	拉多霍夫国
172	Ivayev	伊瓦耶夫国
173	Valborg	瓦尔博尔格国
174	Svimir	斯维米尔国
175	Branvir	布兰维尔国
176	Savinar	萨维纳尔国
177	Yarosgar	雅罗斯加尔国
178	Runaheim	鲁纳海姆国
179	Bjoslav	布约斯拉夫国
180	Dranika	德拉尼卡国
181	Viralund	维拉伦德国
182	Heimlov	海姆洛夫国
183	Perhov	佩尔霍夫国
184	Styrsten	斯泰斯滕国
185	Styrvir	斯泰维尔国
186	Skovor	斯科沃尔国
187	Volsten	沃尔斯滕国
188	Heimsov	海姆索夫国
189	Radodal	拉多达尔国
190	Normor	诺尔莫尔国
191	Volsk	沃尔斯克国
192	Kalerik	卡列里克国
193	Levdal	列夫达尔国
194	Rosdal	洛斯达尔国
195	Skolund	斯科伦德国
196	Branvik	布兰维克国
197	Rosvara	洛斯瓦拉国
198	Heimgrad	海姆格勒国
199	Alsten	阿尔斯滕国
200	Mirosten	米罗斯滕国
