77	AUTO	0	East Stormmere	东风暴泽
78	AUTO	0	Thornwell and the Rose Barrens	棘井与蔷薇荒土
79	AUTO	0	Lower Icerill	冰溪下游
80	AUTO	0	SunWatch	日耀哨境
81	AUTO	0	Istravel Aster Crossing	伊斯特拉维尔星河渡口
82	AUTO	0	Ivory Harborlands	象牙港境
83	AUTO	0	Silver Isles of Kaeroth	凯洛斯银辉诸岛
84	AUTO	0	The Sanctum Shore	圣所岸地
85	AUTO	0	Orrenth and the Copper Foothills	奥伦斯与赤铜山麓
86	AUTO	0	Moss Pass of Nighthold	夜堡苔绿关隘
87	AUTO	0	Rimewatch Terraces	霜望梯原
88	AUTO	0	Caelwyn Jadeflow Crossing	凯尔温玉流河渡口
89	AUTO	0	Eastern Fields of Veyr	维尔河东境原野
90	AUTO	0	The Hearth Fen	炉心沼泽
91	AUTO	0	IronCliffs	铁铸断崖
92	AUTO	0	Lower Jadeflow	玉流河下游
93	AUTO	0	Ebon Springs	乌曜泉乡
94	AUTO	0	Hidden Veil March	隐秘帷幕边境
95	AUTO	0	Lorenthe Cliffs	洛伦瑟断崖
96	AUTO	0	Far Gate of Brindle	斑纹河远境关门
97	AUTO	0	Wolfrun Estuary	狼奔河入海口
98	AUTO	0	Hollow Fields of Greywash	灰浪河幽谷原野
99	AUTO	0	The Sanctum Downs	圣所丘原
100	AUTO	0	Nighthold Shore	夜堡岸地
101	AUTO	0	The Covenant Vale	盟誓谷地
102	AUTO	0	Azure Shore of Arvendale	阿文戴尔苍蓝海岸
103	AUTO	0	Pendral Headwaters	彭德拉尔源流
104	AUTO	0	Strait of the Shadow Cinder	幽影余烬海峡
105	AUTO	0	Istravel Ridge	伊斯特拉维尔山脊
106	AUTO	0	Maerwyn Headwaters	梅尔温源流
107	AUTO	0	Garden of Harrowmere	哈洛泽庭园
108	AUTO	0	The Emerald Cliffs	翡翠断崖
109	AUTO	0	NightPlateau	夜幕高原
110	AUTO	0	The Ashen Highlands	灰烬高地
111	AUTO	0	Stone Shore of Solmara	索尔玛拉石岩海岸
112	AUTO	0	Northwater Estuary	北水河入海口
113	AUTO	0	Sunken Pass of Pendral	彭德拉尔沉没关隘
114	AUTO	0	Valewick Coastlands	谷镇滨海地
115	AUTO	0	Duskara Brindle Crossing	暮迦拉斑纹河渡口
116	AUTO	0	Lower Dawnrun	晨奔河下游
117	AUTO	0	Blue Crownlands	碧蓝王畿
118	AUTO	0	Darsenne High March	达森恩高地边境
119	AUTO	0	Pearl Road March	珍珠古道边境
120	AUTO	0	Thornwell and the Broken Labyrinth	棘井与残垣迷原
121	AUTO	0	North Frostmere	北霜泽
122	AUTO	0	Ivory Gate March	象牙城门边境
123	AUTO	0	WindOasis	风息绿洲
124	AUTO	0	EasternLowlands	东境低地
125	AUTO	0	Orrenth Low March	奥伦斯低地边境
126	AUTO	0	Oath Riverlands	誓言河河境
127	AUTO	0	Thorn Lowlands	棘刺低地
128	AUTO	0	Caelwyn High March	凯尔温高地边境
129	AUTO	0	Ysilren Moor	伊希伦荒原
130	AUTO	0	Hollow Foothills	幽谷山麓
131	AUTO	0	Lion Crownlands	狮心王畿
132	AUTO	0	Moss Shore of Valewick	谷镇苔绿海岸
133	AUTO	0	Glacial Shore of Maerwyn	梅尔温冰川海岸
134	AUTO	0	Veil of Halvyr	哈尔维尔帷幕
135	AUTO	0	The Oracle March	神谕边疆
136	AUTO	0	Caelwyn Coast	凯尔温海岸
137	AUTO	0	Caelwyn Redwater Crossing	凯尔温赤水河渡口
138	AUTO	0	Elden Riverlands	古流河河境
139	AUTO	0	Lunareth Downs	露娜瑞斯丘原
140	AUTO	0	Umbriel Low March	安布瑞尔低地边境
141	AUTO	0	Lower Zephyr	西风河下游
142	AUTO	0	Anvil of Eryndor	艾林多铁砧
143	AUTO	0	East Gryndor	东格林多
144	AUTO	0	Grey Hollow	灰岩幽谷
145	AUTO	0	East Umbriel	东安布瑞尔
146	AUTO	0	Valewick's Moor	谷镇荒原
147	AUTO	0	Ivory Crown March	象牙王冠边境
148	AUTO	0	Caelwyn's Estuary	凯尔温入海口
149	AUTO	0	Gilded Anvil March	鎏金铁砧边境
150	AUTO	0	South Zareth	南扎瑞斯
151	AUTO	0	Misty Gate of Lark	云雀河雾隐关门
152	AUTO	0	Southern Pass of Eryndor	艾林多南境关隘
153	AUTO	0	Crimson Fields of Northwater	北水河绯红原野
154	AUTO	0	Ebon Pass of Nighthold	夜堡乌曜关隘
155	AUTO	0	Blue Isles of Quenovar	昆诺瓦碧蓝诸岛
156	AUTO	0	FarGate	远境关门
157	AUTO	0	Goldwyn and the Western Vale	戈德温与西境谷地
158	AUTO	0	Bright Shore of Pyrandel	派兰德尔明光海岸
159	AUTO	0	Ironmere High March	铁泽高地边境
160	AUTO	0	East Lorenthe	东洛伦瑟
161	AUTO	0	Copper Icerill Basin	赤铜冰溪盆地
162	AUTO	0	Bright Crownlands	明光王畿
163	AUTO	0	Sunken Pass of Solmara	索尔玛拉沉没关隘
164	AUTO	0	Ravaryn Headwaters	拉瓦林源流
165	AUTO	0	Sable Pinewash Basin	玄貂松浪河盆地
166	AUTO	0	Shadow Zephyr Basin	幽影西风河盆地
167	AUTO	0	Storm Crownlands	风暴王畿
168	AUTO	0	Dawn Range	晨曦山脉
169	AUTO	0	Azure Fields of Queensflow	王后河苍蓝原野
170	AUTO	0	Duskara Low March	暮迦拉低地边境
171	AUTO	0	Silverrun Estuary	银奔河入海口
172	AUTO	0	Gryndor Silverrun Crossing	格林多银奔河渡口
173	AUTO	0	Maerwyn's Lowlands	梅尔温低地
174	AUTO	0	Fjord of Avaron	阿瓦隆峡湾
175	AUTO	0	The Ivory Badlands	象牙恶地
176	AUTO	0	Orrenth and the Dusken Sanctuary	奥伦斯与暮色圣域
177	AUTO	0	West Nighthold	西夜堡
178	AUTO	0	South Faelmark	南费尔马克
179	AUTO	0	Eryndor Cairn Crossing	艾林多石冢河渡口
180	AUTO	0	Dusken Pass of Wyrmholt	维姆霍特暮色关隘
181	AUTO	0	Sable Shore of Lorenthe	洛伦瑟玄貂海岸
182	AUTO	0	Vaeloria Low March	瓦洛里亚低地边境
183	AUTO	0	Dawn Isles of Valewick	谷镇晨曦诸岛
184	AUTO	0	Broken Shore of Solmara	索尔玛拉残垣海岸
185	AUTO	0	Sun Monolith March	日耀方尖碑边境
186	AUTO	0	Valewick Aster Crossing	谷镇星河渡口
187	AUTO	0	Verdant Shore of Zareth	扎瑞斯苍翠海岸
188	AUTO	0	Faelmark Headwaters	费尔马克源流
189	AUTO	0	Thornwell Wolfrun Crossing	棘井狼奔河渡口
190	AUTO	0	The Spear Isles	长矛诸岛
191	AUTO	0	Thorn Shore of Gryndor	格林多棘刺海岸
192	AUTO	0	Emerald Pass of Stormmere	风暴泽翡翠关隘
193	AUTO	0	Thornwell Coastlands	棘井滨海地
194	AUTO	0	Spire of Maerwyn	梅尔温尖塔
195	AUTO	0	Icerill Riverlands	冰溪河境
196	AUTO	0	BronzeForest	青铜林海
197	AUTO	0	Ashen Shore of Orvayne	奥瓦恩灰烬海岸
198	AUTO	0	Icerill Estuary	冰溪入海口
199	AUTO	0	Alder Gate	桤木关门
200	AUTO	0	Silent Garden March	寂静庭园边境
201	AUTO	0	Harrowmere Lowlands	哈洛泽低地
202	AUTO	0	Kestrel Estuary	隼河入海口
203	AUTO	0	Sacred Isles of Kaeroth	凯洛斯圣辉诸岛
204	AUTO	0	Northwater Riverlands	北水河河境
205	AUTO	0	Gilded Estuary	鎏金入海口
206	AUTO	0	Lorenthe and the Crimson Gate	洛伦瑟与绯红关门
207	AUTO	0	Upper Fallow	休耕河上游
208	AUTO	0	South Ironmere	南铁泽
209	AUTO	0	Pyrandel Coastlands	派兰德尔滨海地
210	AUTO	0	Reach of the Dragon Covenant	龙脊盟誓远境
211	AUTO	0	Valewick Cape	谷镇海岬
212	AUTO	0	Copper Sanctum March	赤铜圣所边境
213	AUTO	0	Sapphire Redwater Basin	蓝晶赤水河盆地
214	AUTO	0	Jadeflow Estuary	玉流河入海口
215	AUTO	0	Lunareth's Highlands	露娜瑞斯高地
216	AUTO	0	Strait of the Dawn Crown	晨曦王冠海峡
217	AUTO	0	Frost Isles of Kelmora	凯尔莫拉霜雪诸岛
218	AUTO	0	Meadows of the Salt Throne	盐风王座牧野
219	AUTO	0	Norvayne Yarrow Crossing	诺瓦恩蓍草河渡口
220	AUTO	0	East Avaron	东阿瓦隆
221	AUTO	0	Ebon Fields of Lark	云雀河乌曜原野
222	AUTO	0	Eryndor and the Thorn Headwaters	艾林多与棘刺源流
223	AUTO	0	The Crown Fjord	王冠峡湾
224	AUTO	0	The Citadel Badlands	城塞恶地
225	AUTO	0	Obsidian Wastes	黑曜荒漠
226	AUTO	0	Harrowmere Jadeflow Crossing	哈洛泽玉流河渡口
227	AUTO	0	South Ravaryn	南拉瓦林
228	AUTO	0	Gilded Isles of Faelmark	费尔马克鎏金诸岛
229	AUTO	0	Lorenthe Coastlands	洛伦瑟滨海地
230	AUTO	0	Eldovar Headwaters	艾多瓦源流
231	AUTO	0	Foothills of Thornwell	棘井山麓
232	AUTO	0	Pendral Zephyr Crossing	彭德拉尔西风河渡口
233	AUTO	0	Red Shore of Zephyrion	泽菲里昂赤红海岸
234	AUTO	0	Night Pass of Halvyr	哈尔维尔夜幕关隘
235	AUTO	0	Gryndor Headwaters	格林多源流
236	AUTO	0	West Ironmere	西铁泽
237	AUTO	0	Pyrandel Low March	派兰德尔低地边境
238	AUTO	0	East Goldwyn	东戈德温
239	AUTO	0	Northern Shore of Orvayne	奥瓦恩北境海岸
240	AUTO	0	Zareth Oath Crossing	扎瑞斯誓言河渡口
241	AUTO	0	Moonless Isles of Jorvask	约瓦斯克无月诸岛
242	AUTO	0	The Verdant Headwaters	苍翠源流
243	AUTO	0	WhiteBarrens	白石荒土
244	AUTO	0	Verdant Fields of Tallow	脂烛河苍翠原野
245	AUTO	0	Wind Pass of Eryndor	艾林多风息关隘
246	AUTO	0	The Garden Crownlands	庭园王畿
247	AUTO	0	Brynmar and the Hollow Groves	布林玛与幽谷圣林
248	AUTO	0	Hollow Isles of Maerwyn	梅尔温幽谷诸岛
249	AUTO	0	Istravel Coastlands	伊斯特拉维尔滨海地
250	AUTO	0	Sanctuary of the Silver Throne	银辉王座圣域
251	AUTO	0	Downs of Darsenne	达森恩丘原
252	AUTO	0	Lower Wolfrun	狼奔河下游
253	AUTO	0	Umbriel Jadeflow Crossing	安布瑞尔玉流河渡口
254	AUTO	0	Wolf Banner March	狼牙战旗边境
255	AUTO	0	Stone Gate of Silverrun	银奔河石岩关门
256	AUTO	0	Ebon Greywash Basin	乌曜灰浪河盆地
257	AUTO	0	CedarWatch	雪松哨境
258	AUTO	0	CedarLakes	雪松湖区
259	AUTO	0	Shadow Isles of Ironmere	铁泽幽影诸岛
260	AUTO	0	Cinder of Umbriel	安布瑞尔余烬
261	AUTO	0	Wind Gate of Icerill	冰溪风息关门
262	AUTO	0	South Pyrandel	南派兰德尔
263	AUTO	0	Dusken Oath Basin	暮色誓言河盆地
264	AUTO	0	Zephyr Riverlands	西风河河境
265	AUTO	0	Bronze Veil March	青铜帷幕边境
266	AUTO	0	Azure Fields of Wolfrun	狼奔河苍蓝原野
267	AUTO	0	Pearl Shore of Brynmar	布林玛珍珠海岸
268	AUTO	0	Azure Crownlands	苍蓝王畿
269	AUTO	0	Copper Shore of Harrowmere	哈洛泽赤铜海岸
270	AUTO	0	Zareth Coastlands	扎瑞斯滨海地
271	AUTO	0	East Duskara	东暮迦拉
272	AUTO	0	Lower Moonrun	月奔河下游
273	AUTO	0	Lark Riverlands	云雀河河境
274	AUTO	0	Yarrow Estuary	蓍草河入海口
275	AUTO	0	Goldwyn High March	戈德温高地边境
276	AUTO	0	Mireholt Low March	米尔霍特低地边境
277	AUTO	0	Kaeroth High March	凯洛斯高地边境
278	AUTO	0	Ysilren's Harborlands	伊希伦港境
279	AUTO	0	Dragon Fields of Veyr	维尔河龙脊原野
280	AUTO	0	Kaeroth Wolfrun Crossing	凯洛斯狼奔河渡口
281	AUTO	0	Verdant Harbor March	苍翠港湾边境
282	AUTO	0	Grey Beacon March	灰岩烽塔边境
283	AUTO	0	Coast of the Grey Cairn	灰岩石冢海岸
284	AUTO	0	Lion Veyr Basin	狮心维尔河盆地
285	AUTO	0	Ravaryn High March	拉瓦林高地边境
286	AUTO	0	Solmara Kestrel Crossing	索尔玛拉隼河渡口
287	AUTO	0	Kelmora High March	凯尔莫拉高地边境
288	AUTO	0	Ashen Gate of Yarrow	蓍草河灰烬关门
289	AUTO	0	Quenovar Coastlands	昆诺瓦滨海地
290	AUTO	0	Night Oracle March	夜幕神谕边境
291	AUTO	0	Western Isles of Thornwell	棘井西境诸岛
292	AUTO	0	Stone Isles of Harrowmere	哈洛泽石岩诸岛
293	AUTO	0	South Istravel	南伊斯特拉维尔
294	AUTO	0	High Pass of Rimewatch	霜望高原关隘
295	AUTO	0	Sacred Umber Basin	圣辉赭影河盆地
296	AUTO	0	Istravel Shore	伊斯特拉维尔岸地
297	AUTO	0	Steppe of Nighthold	夜堡草原
298	AUTO	0	North Nighthold	北夜堡
299	AUTO	0	Eastern Gate of Yarrow	蓍草河东境关门
300	AUTO	0	River Crownlands	长河王畿
301	AUTO	0	North Eldovar	北艾多瓦
302	AUTO	0	Glacial Crownlands	冰川王畿
303	AUTO	0	The Hidden Forest	隐秘林海
304	AUTO	0	Cairn Estuary	石冢河入海口
305	AUTO	0	DeepMeadows	深境牧野
306	AUTO	0	Goldwyn Low March	戈德温低地边境
307	AUTO	0	Lower Umber	赭影河下游
308	AUTO	0	Eryndor Brindle Crossing	艾林多斑纹河渡口
309	AUTO	0	Lantern of Solmara	索尔玛拉灯塔
310	AUTO	0	North Darsenne	北达森恩
311	AUTO	0	Verdant Isles of Zareth	扎瑞斯苍翠诸岛
312	AUTO	0	Orrenth High March	奥伦斯高地边境
313	AUTO	0	Wind Fields of Dawnrun	晨奔河风息原野
314	AUTO	0	South Kaeroth	南凯洛斯
315	AUTO	0	Green Crownlands	青野王畿
316	AUTO	0	Western Fen	西境沼泽
317	AUTO	0	South Norvayne	南诺瓦恩
318	AUTO	0	Umbriel's Groves	安布瑞尔圣林
319	AUTO	0	Mireholt Zephyr Crossing	米尔霍特西风河渡口
320	AUTO	0	Barrens of the Stone Veil	石岩帷幕荒土
321	AUTO	0	Frostmere and the Red Lakes	霜泽与赤红湖区
322	AUTO	0	Thornwell High March	棘井高地边境
323	AUTO	0	White Gate of Brindle	斑纹河白石关门
324	AUTO	0	West Eryndor	西艾林多
325	AUTO	0	Dusken Crown March	暮色王冠边境
326	AUTO	0	Moss Kestrel Basin	苔绿隼河盆地
327	AUTO	0	Kelmora's Badlands	凯尔莫拉恶地
328	AUTO	0	Stormmere Icerill Crossing	风暴泽冰溪渡口
329	AUTO	0	Lunareth Low March	露娜瑞斯低地边境
330	AUTO	0	Wind Isles of Eryndor	艾林多风息诸岛
331	AUTO	0	Ravaryn Wolfrun Crossing	拉瓦林狼奔河渡口
332	AUTO	0	Azure Throne March	苍蓝王座边境
333	AUTO	0	Strait of Faelmark	费尔马克海峡
334	AUTO	0	West Kaeroth	西凯洛斯
335	AUTO	0	Frostmere High March	霜泽高地边境
336	AUTO	0	South Thalvorn	南塔尔沃恩
337	AUTO	0	Zephyrion Cape	泽菲里昂海岬
338	AUTO	0	Star Gate of Aster	星河星辰关门
339	AUTO	0	Silver Fields of Cairn	石冢河银辉原野
340	AUTO	0	South Pendral	南彭德拉尔
341	AUTO	0	Elder Basin	古老盆地
342	AUTO	0	Orvayne Coastlands	奥瓦恩滨海地
343	AUTO	0	Lower Silverrun	银奔河下游
344	AUTO	0	Upper Oath	誓言河上游
345	AUTO	0	Raven Fallow Basin	鸦羽休耕河盆地
346	AUTO	0	Thalvorn Coastlands	塔尔沃恩滨海地
347	AUTO	0	Golden Gate of Moonrun	月奔河金辉关门
348	AUTO	0	Lower Veyr	维尔河下游
349	AUTO	0	Ebon Crownlands	乌曜王畿
350	AUTO	0	Pearl Moonrun Basin	珍珠月奔河盆地
351	AUTO	0	Ember Pass of Kaeroth	凯洛斯烬火关隘
352	AUTO	0	Upper Redwater	赤水河上游
353	AUTO	0	DeepHollow	深境幽谷
354	AUTO	0	Lorenthe Fells	洛伦瑟峭原
355	AUTO	0	The Cedar Crossing	雪松渡口
356	AUTO	0	Halvyr Low March	哈尔维尔低地边境
357	AUTO	0	North Gryndor	北格林多
358	AUTO	0	Glacial Coast	冰川海岸
359	AUTO	0	Dusken Shore of Lorenthe	洛伦瑟暮色海岸
360	AUTO	0	Lorenthe High March	洛伦瑟高地边境
361	AUTO	0	Halvyr's March	哈尔维尔边疆
362	AUTO	0	Gryndor's Badlands	格林多恶地
363	AUTO	0	Pearl Groves	珍珠圣林
364	AUTO	0	PearlHollow	珍珠幽谷
365	AUTO	0	Dusken Isles of Orvayne	奥瓦恩暮色诸岛
366	AUTO	0	Thornwell Yarrow Crossing	棘井蓍草河渡口
367	AUTO	0	Lower Tallow	脂烛河下游
368	AUTO	0	Solmara's Fjord	索尔玛拉峡湾
369	AUTO	0	Riverlands of Ironmere	铁泽河境
370	AUTO	0	The Cinder Fjord	余烬峡湾
371	AUTO	0	Ironmere Low March	铁泽低地边境
372	AUTO	0	Lakes of the Moon Cairn	月辉石冢湖区
373	AUTO	0	Pendral Coastlands	彭德拉尔滨海地
374	AUTO	0	Black Pass of Kaeroth	凯洛斯黑关隘
375	AUTO	0	Barrens of the Star Harbor	星辰港湾荒土
376	AUTO	0	Snow Crownlands	雪原王畿
377	AUTO	0	South Valewick	南谷镇
378	AUTO	0	South Ysilren	南伊希伦
379	AUTO	0	River Pass of Kaeroth	凯洛斯长河关隘
380	AUTO	0	Watch of the Green Forge	青野熔炉哨境
381	AUTO	0	Harborlands of Halvyr	哈尔维尔港境
382	AUTO	0	Valewick Low March	谷镇低地边境
383	AUTO	0	Obsidian Throne March	黑曜王座边境
384	AUTO	0	Zareth and the Moon Delta	扎瑞斯与月辉河口
385	AUTO	0	Eldovar and the Night Meadows	艾多瓦与夜幕牧野
386	AUTO	0	Springs of the Deep Gate	深境城门泉乡
387	AUTO	0	Gryndor Coastlands	格林多滨海地
388	AUTO	0	Lark Estuary	云雀河入海口
389	AUTO	0	Deep Pass of Maerwyn	梅尔温深境关隘
390	AUTO	0	Brynmar Low March	布林玛低地边境
391	AUTO	0	Cindral Headwaters	辛德拉尔源流
392	AUTO	0	Jade Harbor March	苍玉港湾边境
393	AUTO	0	Strait of Jorvask	约瓦斯克海峡
394	AUTO	0	Obsidian Isles of Rimewatch	霜望黑曜诸岛
395	AUTO	0	Solmara and the Silver Foothills	索尔玛拉与银辉山麓
396	AUTO	0	Shadow Cliffs	幽影断崖
397	AUTO	0	Fields of the Burning Spire	燃火尖塔原野
398	AUTO	0	Downs of Mireholt	米尔霍特丘原
399	AUTO	0	Badlands of the Western Lantern	西境灯塔恶地
400	AUTO	0	Cairn of Westermere	西泽石冢
401	AUTO	0	Moss Fields of Brindle	斑纹河苔绿原野
402	AUTO	0	Duskara Coastlands	暮迦拉滨海地
403	AUTO	0	Moon Fields of Pinewash	松浪河月辉原野
404	AUTO	0	Steppe of the Frost Cinder	霜雪余烬草原
405	AUTO	0	Norvayne Headwaters	诺瓦恩源流
406	AUTO	0	Star Gate of Moonrun	月奔河星辰关门
407	AUTO	0	Stormmere High March	风暴泽高地边境
408	AUTO	0	Moonrun Estuary	月奔河入海口
409	AUTO	0	Azure Fields of Fallow	休耕河苍蓝原野
410	AUTO	0	Lower Elden	古流河下游
411	AUTO	0	Redwater Estuary	赤水河入海口
412	AUTO	0	Ashen Gate of Greywash	灰浪河灰烬关门
413	AUTO	0	Wind Lowlands	风息低地
414	AUTO	0	Fjord of the Raven Cinder	鸦羽余烬峡湾
415	AUTO	0	Coast of Duskara	暮迦拉海岸
416	AUTO	0	North Eryndor	北艾林多
417	AUTO	0	Brynmar and the Burning Lakes	布林玛与燃火湖区
418	AUTO	0	Shore of the Moss Anvil	苔绿铁砧岸地
419	AUTO	0	Bright Isles of Umbriel	安布瑞尔明光诸岛
420	AUTO	0	Crown of Cindral	辛德拉尔王冠
421	AUTO	0	Salt Shore of Lunareth	露娜瑞斯盐风海岸
422	AUTO	0	Istravel Headwaters	伊斯特拉维尔源流
423	AUTO	0	Badlands of Nighthold	夜堡恶地
424	AUTO	0	Sanctum of Norvayne	诺瓦恩圣所
425	AUTO	0	Jade Fields of Moonrun	月奔河苍玉原野
426	AUTO	0	The Veil Isles	帷幕诸岛
427	AUTO	0	Wind Crownlands	风息王畿
428	AUTO	0	Lorenthe's Cape	洛伦瑟海岬
429	AUTO	0	Oasis of Zareth	扎瑞斯绿洲
430	AUTO	0	Stormmere Low March	风暴泽低地边境
431	AUTO	0	Terraces of Kelmora	凯尔莫拉梯原
432	AUTO	0	Wind Harbor March	风息港湾边境
433	AUTO	0	Jade Crownlands	苍玉王畿
434	AUTO	0	Avaron Icerill Crossing	阿瓦隆冰溪渡口
435	AUTO	0	Causeway of the Rose Crown	蔷薇王冠堤道
436	AUTO	0	Kaeroth Headwaters	凯洛斯源流
437	AUTO	0	Upper Zephyr	西风河上游
438	AUTO	0	Rose Isles of Orvayne	奥瓦恩蔷薇诸岛
439	AUTO	0	Orvayne Dawnrun Crossing	奥瓦恩晨奔河渡口
440	AUTO	0	Night Pass of Vaeloria	瓦洛里亚夜幕关隘
441	AUTO	0	Cinder of Westermere	西泽余烬
442	AUTO	0	South Quenovar	南昆诺瓦
443	AUTO	0	Darsenne Coastlands	达森恩滨海地
444	AUTO	0	Sable Gate of Aster	星河玄貂关门
445	AUTO	0	Kelmora Low March	凯尔莫拉低地边境
446	AUTO	0	Rimewatch Headwaters	霜望源流
447	AUTO	0	East Pyrandel	东派兰德尔
448	AUTO	0	Veil of Pyrandel	派兰德尔帷幕
449	AUTO	0	Burning Isles of Arvendale	阿文戴尔燃火诸岛
450	AUTO	0	Sacred Fields of Jadeflow	玉流河圣辉原野
451	AUTO	0	Dawnrun Estuary	晨奔河入海口
452	AUTO	0	Brindle Riverlands	斑纹河河境
453	AUTO	0	North Solmara	北索尔玛拉
454	AUTO	0	MoonlessCrossing	无月渡口
455	AUTO	0	The Silent Badlands	寂静恶地
456	AUTO	0	The Silver Fells	银辉峭原
457	AUTO	0	Red Fallow Basin	赤红休耕河盆地
458	AUTO	0	Groves of Frostmere	霜泽圣林
459	AUTO	0	South Westermere	南西泽
460	AUTO	0	Harborlands of the Copper Veil	赤铜帷幕港境
461	AUTO	0	Southern Isles of Stormmere	风暴泽南境诸岛
462	AUTO	0	North Ravaryn	北拉瓦林
463	AUTO	0	Thorn Heath	棘刺石楠原
464	AUTO	0	The Monolith Gate	方尖碑关门
465	AUTO	0	Moon Shore of Pendral	彭德拉尔月辉海岸
466	AUTO	0	North Duskara	北暮迦拉
467	AUTO	0	Ember Pass	烬火关隘
468	AUTO	0	Sacred Shore of Darsenne	达森恩圣辉海岸
469	AUTO	0	Downs of Faelmark	费尔马克丘原
470	AUTO	0	Arvendale's Lowlands	阿文戴尔低地
471	AUTO	0	Amber Shore of Quenovar	昆诺瓦琥珀海岸
472	AUTO	0	Copper Shore of Mireholt	米尔霍特赤铜海岸
