0126	0	0	An Coast of Weihe	巍河安海岸
0127	0	0	LinBai Cloud Terrace	林白云台
0128	0	0	Central Xuanshui Basin	中玄水盆地
0129	0	0	Wind Beacon Pass	风烽关
0130	0	0	Upper MireuWei Lake Country	上龙渊巍湖乡
0131	0	0	Ning Circuit	宁道
0132	0	0	Eastern Kawatsuki Basin	东月川盆地
0133	0	0	KiriShui Cloud Terrace	雾隐水云台
0134	0	0	Hanagawa River Circuit	花川道
0135	0	0	Baek Coast of Xuanshui	玄水白岳海岸
0136	0	0	YaoRui Harbor Circuit	曜瑞港道
0137	0	0	Yue Coast of Weihe	巍河月海岸
0138	0	0	Huo Lowlands	火低原
0139	0	0	Inner Gu Forest Province	内谷林州
0140	0	0	Crane Marsh Commandery	鹤泽郡
0141	0	0	Southern Ning Forest Province	南宁林州
0142	0	0	Sun Terrace Pass	日台关
0143	0	0	Western KiriYao Harbor Circuit	西雾隐曜港道
0144	0	0	ZhuJing Harbor Circuit	竹靖港道
0145	0	0	White Pagoda Pass	白塔关
0146	0	0	NaraeZhao Cloud Terrace	羽川昭云台
0147	0	0	Lower Kazegawa	风川下游
0148	0	0	Inner CheongLuo Lowlands	内青川洛低原
0149	0	0	SeorimShan and the Wind Beacon	瑞林山与风烽
0150	0	0	Northern HeiTsuki Mountain Gate	北黑月见山门
0151	0	0	Yun Rice Plain	云稻原
0152	0	0	Western Kazegawa Basin	西风川盆地
0153	0	0	Upper MingZhao Isles	上明昭群岛
0154	0	0	KazeLing Harbor Circuit	风见陵港道
0155	0	0	Northern Baek Forest Province	北白岳林州
0156	0	0	Wei Forest Province	巍林州
0157	0	0	Shui Mountain Gate	水山门
0158	0	0	Inner ShanMing Jade Fields	内山明玉田
0159	0	0	Shan Snowfield	山雪原
0160	0	0	TaoHei Harbor Circuit	桃黑港道
0161	0	0	MingJiang Harbor Circuit	明江港道
0162	0	0	BoranHuo and the Moon Shrine	博岚火与月社
0163	0	0	Mori Coast of Morikawa	森川森原海岸
0164	0	0	YunRui Harbor Circuit	云瑞港道
0165	0	0	Long Isles	龙群岛
0166	0	0	Boran Lake Country	博岚湖乡
0167	0	0	Mei Snowfield	梅雪原
0168	0	0	HuTao and the Mist Gate	湖桃与雾门
0169	0	0	ZhuShiro Dragon Pass	竹白羽龙关
0170	0	0	JiangMei Harbor Circuit	江梅港道
0171	0	0	Outer HeiJing Isles	外黑靖群岛
0172	0	0	Selen Lake Country	瑟岚湖乡
0173	0	0	Hana Plum Valley	花野梅谷
0174	0	0	LanHaneul Dragon Pass	澜天原龙关
0175	0	0	Eastern Baekgang Basin	东白江盆地
0176	0	0	Western HaiKiri Lowlands	西海雾隐低原
0177	0	0	Western Hu Forest Province	西湖林州
0178	0	0	MingBoran and the Lotus Lake	明博岚与莲湖
0179	0	0	Moon Shrine Prefecture	月社府
0180	0	0	Jiang Lake Country	江湖乡
0181	0	0	Inner ShiroKaze Jade Fields	内白羽风见玉田
0182	0	0	Western White Pagoda March	西白塔边州
0183	0	0	Upper MireuCang Isles	上龙渊苍群岛
0184	0	0	Song Rice Plain	松稻原
0185	0	0	Southern Rui Forest Province	南瑞林州
0186	0	0	Xuan Bamboo March	玄竹边
0187	0	0	Selen Rice Plain	瑟岚稻原
0188	0	0	Western AkiYin Isles	西秋津银群岛
0189	0	0	Central QingSeorim Riverlands	中青瑞林河原
0190	0	0	FengMori Harbor Circuit	风森原港道
0191	0	0	MingJin Harbor Circuit	明金港道
0192	0	0	Far GaramShiro Isles	远江岚白羽群岛
0193	0	0	LongYue Harbor Circuit	龙月港道
0194	0	0	HuoBoran and the Cedar Shrine	火博岚与杉社
0195	0	0	Lower Dragon Well March	下龙井边州
0196	0	0	White Pagoda Commandery	白塔郡
0197	0	0	TsukiNarae Harbor Circuit	月见羽川港道
0198	0	0	Western CangJin Isles	西苍金群岛
0199	0	0	Western SelenShiro Bamboo March	西瑟岚白羽竹边
0200	0	0	ZhaoHu Mountain Gate	昭湖山门
0201	0	0	Far Dragon Well March	远龙井边州
0202	0	0	Wind Beacon Prefecture	风烽府
0203	0	0	MoriXuan Cloud Terrace	森原玄云台
0204	0	0	HaneulMei and the Golden Ford	天原梅与金津
0205	0	0	Lower Ruihe	瑞河下游
0206	0	0	Northern LongLin Isles	北龙林群岛
0207	0	0	Moon Shrine Pass	月社关
0208	0	0	Central LingQing Isles	中陵青群岛
0209	0	0	GuRui Harbor Circuit	谷瑞港道
0210	0	0	Dal Snowfield	月川雪原
0211	0	0	Wei Snowfield	巍雪原
0212	0	0	Eastern Lotus Lake March	东莲湖边州
0213	0	0	ShanYue Highlands	山月高原
0214	0	0	Northern Silver Bridge March	北银桥边州
0215	0	0	Lower Mireugang	龙渊江下游
0216	0	0	Upper Hei Forest Province	上黑林州
0217	0	0	Garam Highlands	江岚高原
0218	0	0	CheongHana Harbor Circuit	青川花野港道
0219	0	0	Song Mountain Gate	松山门
0220	0	0	Eastern Crane Marsh March	东鹤泽边州
0221	0	0	Inner Zhao Forest Province	内昭林州
0222	0	0	BaiZhu Basin	白竹盆地
0223	0	0	GaramHai Cloud Terrace	江岚海云台
0224	0	0	Qing Lake Country	青湖乡
0225	0	0	Haneul Bamboo March	天原竹边
0226	0	0	SelenNing and the Nine Gates	瑟岚宁与九关
0227	0	0	Yao Tea Hills	曜茶岭
0228	0	0	GuTao Cloud Terrace	谷桃云台
0229	0	0	Aki Coast of Kawatsuki	月川秋津海岸
0230	0	0	QingTsuki Plum Valley	青月见梅谷
0231	0	0	Hai Coast of Lanshui	澜水海海岸
0232	0	0	AnAki Harbor Circuit	安秋津港道
0233	0	0	Outer Ruihe Basin	外瑞河盆地
0234	0	0	Mireu Coast of Morikawa	森川龙渊海岸
0235	0	0	SelenCang and the Red Crane	瑟岚苍与朱鹤
0236	0	0	Tsuki Snowfield	月见雪原
0237	0	0	KiriTsuki Harbor Circuit	雾隐月见港道
0238	0	0	Jing Rice Plain	靖稻原
0239	0	0	BaekJiang and the Red Crane	白岳江与朱鹤
0240	0	0	Upper MeiSeorim Isles	上梅瑞林群岛
0241	0	0	Northern Xuan Forest Province	北玄林州
0242	0	0	Ning Rice Plain	宁稻原
0243	0	0	FengLong and the Moon Shrine	风龙与月社
0244	0	0	Lower HaneulHuo Basin	下天原火盆地
0245	0	0	HuBoran Cloud Terrace	湖博岚云台
0246	0	0	Lin Coast of Cangliu	苍流林海岸
0247	0	0	Yin Lake Country	银湖乡
0248	0	0	Lower ShanBoran Lake Country	下山博岚湖乡
0249	0	0	He Tea Hills	河茶岭
0250	0	0	CheongMori Rice Plain	青川森原稻原
0251	0	0	Upper Mireugang Basin	上龙渊江盆地
0252	0	0	Yu Snowfield	玉雪原
0253	0	0	Southern ShuiSelen Riverlands	南水瑟岚河原
0254	0	0	Outer MingHana Prefecture	外明花野府
0255	0	0	Kirigawa River Circuit	雾川道
0256	0	0	Central Lotus Lake March	中莲湖边州
0257	0	0	HanaLuo Cloud Terrace	花野洛云台
0258	0	0	Cang Coast of Kirigawa	雾川苍海岸
0259	0	0	Qing Tea Hills	青茶岭
0260	0	0	Lotus Lake Commandery	莲湖郡
0261	0	0	Akatsuki Coast of Mireugang	龙渊江晓原海岸
0262	0	0	Qing Snowfield	青雪原
0263	0	0	Hu Bamboo March	湖竹边
0264	0	0	Zhao Rice Plain	昭稻原
0265	0	0	Lower LinJiang Pine Ridge	下林江松岭
0266	0	0	Southern Cloud Drum March	南云鼓边州
0267	0	0	KazeXuan Cloud Terrace	风见玄云台
0268	0	0	Lan Snowfield	澜雪原
0269	0	0	Northern HeiAki Isles	北黑秋津群岛
0270	0	0	Far Song Forest Province	远松林州
0271	0	0	Lower Cheongcheon Basin	下青川盆地
0272	0	0	ShuiYue and the Mist Gate	水月与雾门
0273	0	0	Xuan Rice Plain	玄稻原
0274	0	0	BoranCang Harbor Circuit	博岚苍港道
0275	0	0	Far JiangYue Isles	远江月群岛
0276	0	0	An Lake Country	安湖乡
0277	0	0	Central Kirigawa Basin	中雾川盆地
0278	0	0	Jing Bamboo March	靖竹边
0279	0	0	Tsuki Bamboo March	月见竹边
0280	0	0	Western Qinghe Basin	西青河盆地
0281	0	0	YaoCang and the Red Crane	曜苍与朱鹤
0282	0	0	LuoYun Isles	洛云群岛
0283	0	0	Ming Moon Shore	明月浦
0284	0	0	Feng Bamboo March	风竹边
0285	0	0	SongHu Cloud Terrace	松湖云台
0286	0	0	Haneul Snowfield	天原雪原
0287	0	0	Outer Baekgang Basin	外白江盆地
0288	0	0	Inner Selen Gol Basin	内瑟岚河盆地
0289	0	0	Inner LinMing Harbor Circuit	内林明港道
0290	0	0	MireuTao Harbor Circuit	龙渊桃港道
0291	0	0	Cheong Circuit	青川道
0292	0	0	LuoCheong Harbor Circuit	洛青川港道
0293	0	0	Cheong Rice Plain	青川稻原
0294	0	0	Mei Coast of Mireugang	龙渊江梅海岸
0295	0	0	Yin Mountain Gate	银山门
0296	0	0	YuQing and the Lotus Lake	玉青与莲湖
0297	0	0	Northern DalLing Isles	北月川陵群岛
0298	0	0	Silver Bridge Commandery	银桥郡
0299	0	0	BaiAn and the Cedar Shrine	白安与杉社
0300	0	0	Luo Tea Hills	洛茶岭
0301	0	0	An Prefecture	安府
0302	0	0	LingBoran and the Crane Marsh	陵博岚与鹤泽
0303	0	0	ZhuYu and the Crane Marsh	竹玉与鹤泽
0304	0	0	Western Ruihe Basin	西瑞河盆地
0305	0	0	Boran Snowfield	博岚雪原
0306	0	0	Zhu Mountain Gate	竹山门
0307	0	0	Garam Bamboo March	江岚竹边
0308	0	0	Luo Rice Plain	洛稻原
0309	0	0	Upper WeiYun Isles	上巍云群岛
0310	0	0	HeiSelen Prefecture	黑瑟岚府
0311	0	0	Southern LingAn Isles	南陵安群岛
0312	0	0	Central Yue Forest Province	中月林州
0313	0	0	Western Huo Forest Province	西火林州
0314	0	0	YunQing Harbor Circuit	云青港道
0315	0	0	AkatsukiShiro and the Star Monastery	晓原白羽与星寺
0316	0	0	Baekgang River Circuit	白江道
0317	0	0	Lower KazeHaneul Rice Plain	下风见天原稻原
0318	0	0	Northern LongMei Salt Marsh	北龙梅盐泽
0319	0	0	Upper ShiroCheong Pine Ridge	上白羽青川松岭
0320	0	0	RuiNarae Harbor Circuit	瑞羽川港道
0321	0	0	NingMireu Cloud Terrace	宁龙渊云台
0322	0	0	LinJiang Cloud Terrace	林江云台
0323	0	0	Lower MeiXuan Cloud Terrace	下梅玄云台
0324	0	0	Hana Snowfield	花野雪原
0325	0	0	Huo Bamboo March	火竹边
0326	0	0	Lower Selen Gol Basin	下瑟岚河盆地
0327	0	0	Lower Kirigawa Basin	下雾川盆地
0328	0	0	Dragon Well Pass	龙井关
0329	0	0	Ming Snowfield	明雪原
0330	0	0	Shiro Mountain Gate	白羽山门
0331	0	0	YaoSong and the Black Pine	曜松与黑松
0332	0	0	Garam River Circuit	江岚道
0333	0	0	Zhaojiang Delta Province	昭江河口州
0334	0	0	Northern JinAn Coast	北金安海岸
0335	0	0	Northern Kazegawa Basin	北风川盆地
0336	0	0	Zhu Jade Fields	竹玉田
0337	0	0	Jin Mountain Gate	金山门
0338	0	0	Long Snowfield	龙雪原
0339	0	0	GuNarae and the Black Pine	谷羽川与黑松
0340	0	0	Pearl Harbor Pass	珠港关
0341	0	0	Northern FengLan Rice Plain	北风澜稻原
0342	0	0	Feng Snowfield	风雪原
0343	0	0	Hei Coast	黑海岸
0344	0	0	Far DalRui Isles	远月川瑞群岛
0345	0	0	Morikawa River Circuit	森川道
0346	0	0	Cedar Shrine Pass	杉社关
0347	0	0	Upper Jingjiang	靖江上游
0348	0	0	Far Yunxi Basin	远云溪盆地
0349	0	0	Yama Mountain Gate	山城山门
0350	0	0	Cheongcheon Delta Province	青川河口州
0351	0	0	An Coast of Qinghe	青河安海岸
0352	0	0	MireuZhao Harbor Circuit	龙渊昭港道
0353	0	0	Silver Bridge Pass	银桥关
0354	0	0	Far Xuan Forest Province	远玄林州
0355	0	0	Mei Lake Country	梅湖乡
0356	0	0	Upper Garam	江岚上游
0357	0	0	Hei Bamboo March	黑竹边
0358	0	0	KazeHei Tea Hills	风见黑茶岭
0359	0	0	Lower JiangKuro Isles	下江黑羽群岛
0360	0	0	Hu Riverlands	湖河原
0361	0	0	BoranLuo Cloud Terrace	博岚洛云台
0362	0	0	An Tea Hills	安茶岭
0363	0	0	Dal Plum Valley	月川梅谷
0364	0	0	Shan Rice Plain	山稻原
0365	0	0	Mei Bamboo March	梅竹边
0366	0	0	TaoYama Cloud Terrace	桃山城云台
0367	0	0	Inner HeRui Isles	内河瑞群岛
0368	0	0	Tao Mountain Gate	桃山门
0369	0	0	Upper HaneulZhu Isles	上天原竹群岛
0370	0	0	FengZhu and the Lotus Lake	风竹与莲湖
0371	0	0	Kuro Snowfield	黑羽雪原
0372	0	0	Yu Mountain Gate	玉山门
0373	0	0	Lower ZhuKaze Isles	下竹风见群岛
0374	0	0	Kuro Rice Plain	黑羽稻原
0375	0	0	Red Crane Prefecture	朱鹤府
0376	0	0	LuoYao Cloud Terrace	洛曜云台
0377	0	0	Selen Coast of Morikawa	森川瑟岚海岸
0378	0	0	Northern Pearl Harbor March	北珠港边州
0379	0	0	Cang Mountain Gate	苍山门
0380	0	0	Cedar Shrine Commandery	杉社郡
0381	0	0	Lotus Lake Pass	莲湖关
0382	0	0	Ling Snowfield	陵雪原
0383	0	0	Hu Lake Country	湖湖乡
0384	0	0	MeiBai Plum Valley	梅白梅谷
0385	0	0	Dal Lake Country	月川湖乡
0386	0	0	Western Nine Gates March	西九关边州
0387	0	0	Cang Rice Plain	苍稻原
0388	0	0	QingXuan and the Red Crane	青玄与朱鹤
0389	0	0	Eastern White Pagoda March	东白塔边州
0390	0	0	Lower Jin Forest Province	下金林州
0391	0	0	Yue Lake Country	月湖乡
0392	0	0	Northern Crane Marsh March	北鹤泽边州
0393	0	0	Dal Tea Hills	月川茶岭
0394	0	0	LinYin Cloud Terrace	林银云台
0395	0	0	Baek Coast of Cangliu	苍流白岳海岸
0396	0	0	Southern MeiCheong Isles	南梅青川群岛
0397	0	0	MoriHaneul Harbor Circuit	森原天原港道
0398	0	0	Central Sun Terrace March	中日台边州
0399	0	0	JinQing Cloud Terrace	金青云台
0400	0	0	Crane Marsh Pass	鹤泽关
0401	0	0	Central Phoenix Hall March	中凤殿边州
0402	0	0	An Coast	安海岸
0403	0	0	Upper Morikawa	森川上游
0404	0	0	HeJiang Harbor Circuit	河江港道
0405	0	0	Lower Xuanshui Basin	下玄水盆地
0406	0	0	Lower Morikawa	森川下游
0407	0	0	Outer YunYin Coast	外云银海岸
0408	0	0	Lower Red Crane March	下朱鹤边州
0409	0	0	Seorim Coast of Ruihe	瑞河瑞林海岸
0410	0	0	Southern HuTsuki Mountain Gate	南湖月见山门
0411	0	0	Zhao Snowfield	昭雪原
0412	0	0	GuSong Terrace	谷松台地
0413	0	0	Northern Cangliu Basin	北苍流盆地
0414	0	0	Lower Lotus Lake March	下莲湖边州
0415	0	0	Kuro Salt Marsh	黑羽盐泽
0416	0	0	Kirigawa Delta Province	雾川河口州
0417	0	0	Southern Star Monastery March	南星寺边州
0418	0	0	Inner Ning Forest Province	内宁林州
0419	0	0	Dragon Well Commandery	龙井郡
0420	0	0	Seorim Mountain Gate	瑞林山门
0421	0	0	ZhaoJin Harbor Circuit	昭金港道
0422	0	0	Mireu Bamboo March	龙渊竹边
0423	0	0	Lower ShuiSong Isles	下水松群岛
0424	0	0	Southern Moon Shrine March	南月社边州
0425	0	0	MoriYao and the Black Pine	森原曜与黑松
0426	0	0	Lan Rice Plain	澜稻原
0427	0	0	Akatsuki Plum Valley	晓原梅谷
0428	0	0	Upper Long Forest Province	上龙林州
0429	0	0	Eastern Wei Forest Province	东巍林州
0430	0	0	Upper Cedar Shrine March	上杉社边州
0431	0	0	Yama Snowfield	山城雪原
0432	0	0	Western SeorimQing Cloud Terrace	西瑞林青云台
0433	0	0	Mori Rice Plain	森原稻原
0434	0	0	Yu Lake Country	玉湖乡
0435	0	0	Hana Bamboo March	花野竹边
0436	0	0	Lower Cangliu	苍流下游
0437	0	0	Golden Ford Pass	金津关
0438	0	0	Northern Dragon Well March	北龙井边州
0439	0	0	Yun Bamboo March	云竹边
0440	0	0	Yao Rice Plain	曜稻原
0441	0	0	Nine Gates Pass	九关关
0442	0	0	WeiHe Harbor Circuit	巍河港道
0443	0	0	Upper Cloud Drum March	上云鼓边州
0444	0	0	Yun Cloud Terrace	云云台
0445	0	0	GuMei Cloud Terrace	谷梅云台
0446	0	0	BaekXuan Harbor Circuit	白岳玄港道
0447	0	0	Central KiriKaze Province	中雾隐风见州
0448	0	0	Lower MoriZhu Isles	下森原竹群岛
0449	0	0	Baek Coast of Lanshui	澜水白岳海岸
0450	0	0	NingLong Riverlands	宁龙河原
0451	0	0	Lan Lake Country	澜湖乡
0452	0	0	Outer Lotus Lake March	外莲湖边州
0453	0	0	Upper Aki Forest Province	上秋津林州
0454	0	0	LongGaram and the Black Pine	龙江岚与黑松
0455	0	0	ShiroNing Province	白羽宁州
0456	0	0	WeiHai and the Pearl Harbor	巍海与珠港
0457	0	0	Rui Bamboo March	瑞竹边
0458	0	0	Far MingYue Isles	远明月群岛
0459	0	0	Cangliu River Circuit	苍流道
0460	0	0	Cedar Shrine Prefecture	杉社府
0461	0	0	MoriMireu and the Red Crane	森原龙渊与朱鹤
0462	0	0	LongGaram Harbor Circuit	龙江岚港道
0463	0	0	Inner Zhu Forest Province	内竹林州
0464	0	0	Southern Xuan Forest Province	南玄林州
0465	0	0	Upper HaneulYin Isles	上天原银群岛
0466	0	0	Central SongHuo Jade Fields	中松火玉田
0467	0	0	Western Kirigawa Basin	西雾川盆地
0468	0	0	Outer Hanagawa Basin	外花川盆地
0469	0	0	Yue Coast of Ruihe	瑞河月海岸
0470	0	0	Baek Bamboo March	白岳竹边
0471	0	0	SelenFeng Cloud Terrace	瑟岚风云台
0472	0	0	Lower Selen Gol	瑟岚河下游
0473	0	0	Central KuroHu Terrace	中黑羽湖台地
0474	0	0	Hana Tea Hills	花野茶岭
0475	0	0	Zhu Tea Hills	竹茶岭
0476	0	0	Hu Coast of Morikawa	森川湖海岸
0477	0	0	Mori Coast of Baekgang	白江森原海岸
0478	0	0	Lower Yunxi	云溪下游
0479	0	0	KuroGaram and the Golden Ford	黑羽江岚与金津
0480	0	0	Upper AkatsukiFeng Isles	上晓原风群岛
0481	0	0	Jin Moon Shore	金月浦
0482	0	0	BaiKaze and the Pearl Harbor	白风见与珠港
0483	0	0	Eastern YueAkatsuki Cloud Terrace	东月晓原云台
0484	0	0	Song Lowlands	松低原
0485	0	0	Outer TsukiJin Jade Fields	外月见金玉田
0486	0	0	Shiro Rice Plain	白羽稻原
0487	0	0	Eastern KuroCheong Isles	东黑羽青川群岛
0488	0	0	Gu Snowfield	谷雪原
0489	0	0	Upper Weihe	巍河上游
0490	0	0	Hai Coast of Selen Gol	瑟岚河海海岸
0491	0	0	Tiger Ridge Prefecture	虎岭府
0492	0	0	Akatsuki Coast of Kawatsuki	月川晓原海岸
0493	0	0	Lotus Lake Prefecture	莲湖府
0494	0	0	Gu Rice Plain	谷稻原
0495	0	0	SelenRui Harbor Circuit	瑟岚瑞港道
0496	0	0	Hai Snowfield	海雪原
0497	0	0	Yu Tea Hills	玉茶岭
0498	0	0	Upper HeiKiri Isles	上黑雾隐群岛
0499	0	0	GuYun Cloud Terrace	谷云云台
0500	0	0	MeiGu Harbor Circuit	梅谷港道
0501	0	0	Central Kawatsuki Basin	中月川盆地
0502	0	0	Ling Rice Plain	陵稻原
0503	0	0	Kiri Prefecture	雾隐府
0504	0	0	Lower Zhaojiang	昭江下游
0505	0	0	Northern YinJin Isles	北银金群岛
0506	0	0	Upper Hanagawa	花川上游
0507	0	0	ShiroGu Commandery	白羽谷郡
0508	0	0	Mingchuan Delta Province	明川河口州
0509	0	0	Hai Lake Country	海湖乡
0510	0	0	TaoTsuki Cloud Terrace	桃月见云台
0511	0	0	Outer CheongQing Lowlands	外青川青低原
0512	0	0	Garam Rice Plain	江岚稻原
0513	0	0	Wei Coast of Hanagawa	花川巍海岸
0514	0	0	Outer Garam Forest Province	外江岚林州
0515	0	0	Mori Bamboo March	森原竹边
0516	0	0	CheongAkatsuki Cloud Terrace	青川晓原云台
0517	0	0	Inner Phoenix Hall March	内凤殿边州
0518	0	0	MeiLong Lowlands	梅龙低原
0519	0	0	HaneulYun and the Sun Terrace	天原云与日台
0520	0	0	Shui Lake Country	水湖乡
0521	0	0	Far YaoHaneul Province	远曜天原州
0522	0	0	Upper Ruihe Basin	上瑞河盆地
0523	0	0	Boran Rice Plain	博岚稻原
0524	0	0	Shan Bamboo March	山竹边
0525	0	0	Inner Mingchuan Basin	内明川盆地
0526	0	0	Far Shui Forest Province	远水林州
0527	0	0	DalTao Dragon Pass	月川桃龙关
0528	0	0	Inner Qinghe Basin	内青河盆地
0529	0	0	KuroLing Cloud Terrace	黑羽陵云台
0530	0	0	JinZhao Valley	金昭谷
0531	0	0	ShanTao and the Star Monastery	山桃与星寺
0532	0	0	Ming Mountain Gate	明山门
0533	0	0	Jin Snowfield	金雪原
0534	0	0	Lower Weihe	巍河下游
0535	0	0	Yao Bamboo March	曜竹边
0536	0	0	KuroKaze Harbor Circuit	黑羽风见港道
