057	ShiroTengri Banner State	白腾玄旗国
058	WeiLing Cloud Court	巍陵云庭
059	MireuKumo Sacred Realm	龙渊云神域国
060	HuaLing Banner State	华陵旗国
061	Southern CangHai Kingdom	南苍海王国
062	Great NingTengri League	大宁腾玄联盟
063	LongSelen Confederacy	龙瑟岚邦联
064	MeiRui Cloud Court	梅瑞云庭
065	Eastern NingWei Court	东宁巍朝
066	QiuZhu Dominion	秋竹都护国
067	Court of HuaGuang	华光朝廷
068	KiriTengri River League	雾腾玄河盟
069	Great ShiroKiri Dominion	大白雾都护国
070	ShuiBai Sea Kingdom	水白海国
071	Eastern ShiroChun Court	东白春朝
072	Northern KiriFeng Realm	北雾风国
073	HuaSeorim Mountain Kingdom	华瑞林山国
074	Eastern KuroGuang Court	东黑光朝
075	Western YinTengri Protectorate	西银腾玄镇护府
076	MoriChen River League	森辰河盟
077	Northern AnArun Realm	北安阿岚国
078	ZhaoShui High Kingdom	昭水高王国
079	MuMei Cloud Court	木梅云庭
080	Southern HanRui Kingdom	南寒瑞王国
081	HanaHan Sea Kingdom	花寒海国
082	Western LanNing Protectorate	西澜宁镇护府
083	ArunTsuki Banner State	阿岚月旗国
084	YamaMing Mountain Realm	山明山国
085	KumoBaek Sea Kingdom	云白岳海国
086	Court of HeiBaek	黑白岳朝廷
087	YueYin High Kingdom	月银高王国
088	Western JadeJin Protectorate	西玉金镇护府
089	Court of GuangKumo	光云朝廷
090	TengriMei Jade Dominion	腾玄梅玉都护
091	SongHan Kingdom	松寒王国
092	Court of ShanHan	山寒朝廷
093	CangBaek Jade Dominion	苍白岳玉都护
094	Eastern RuiYue Court	东瑞月朝
095	JingMei Mountain Kingdom	靖梅山国
096	LingZhao Mountain Kingdom	陵昭山国
097	LingQing Sea Realm	陵青海国
098	The ZhaoLan Mandate	昭澜天命
099	Western YinTsuki Protectorate	西银月镇护府
100	Eastern AnYama Court	东安山朝
101	Northern WeiQing Realm	北巍青国
102	HaiZhao Sea Kingdom	海昭海国
103	Western ChunYao Protectorate	西春曜镇护府
104	The JingKaze Mandate	靖风天命
105	Eastern LuoLong Court	东洛龙朝
106	YunMei Sea Kingdom	云梅海国
107	MoriJade High Kingdom	森玉高王国
108	Great QingMireu Great State	大青龙渊大国
109	Northern LingYin Realm	北陵银国
110	TsukiCang Sea Realm	月苍海国
111	ShiroHua River League	白华河盟
112	KumoShiro Mountain Realm	云白山国
113	AkaneSeorim River League	茜瑞林河盟
114	Great TengriYin Protectorate	大腾玄银镇护府
115	Eastern RuiHei Court	东瑞黑朝
116	SoraYue Mountain Kingdom	空月山国
117	HaneulGuang High Kingdom	天原光高王国
118	MuKuro Mandate	木黑天命国
119	HoshinoTsuki Great State	星野月大国
120	Eastern BaekYan Court	东白岳焰朝
121	Celestial KuroLin Realm	黑林天朝
122	Great LanLin Dominion	大澜林都护国
123	Great NingSelen Imperial House	大宁瑟岚帝室
124	LingHana Sea Kingdom	陵花海国
125	Eastern HaneulLong Court	东天原龙朝
126	Western KuroYan Protectorate	西黑焰镇护府
127	MuChun Mountain Kingdom	木春山国
128	Northern GuangMori Realm	北光森国
129	ShenYue Sea Kingdom	神月海国
130	Eastern BaekLuo Court	东白岳洛朝
131	Great ZhaoShen League	大昭神联盟
132	YanTsuki Sea Kingdom	焰月海国
133	The CheongWei Mandate	青川巍天命
134	AnHan Sea Kingdom	安寒海国
135	BoranChen Jade Dominion	博岚辰玉都护
136	QingYun Sea Kingdom	青云海国
137	BaiRui High Kingdom	白瑞高王国
138	Western KazeYama Protectorate	西风山镇护府
139	Eastern YaoJing Court	东曜靖朝
140	BoranSelen Jade Dominion	博岚瑟岚玉都护
141	JinKiri High Kingdom	金雾高王国
142	Celestial QiuMori Realm	秋森天朝
143	The KumoMireu Mandate	云龙渊天命
144	Celestial ChenWei Realm	辰巍天朝
145	TengriAkane Jade Dominion	腾玄茜玉都护
146	Western YamaLuo Protectorate	西山洛镇护府
147	YinChun Banner State	银春旗国
148	The TengriWei Mandate	腾玄巍天命
149	Northern FengHe Realm	北风河国
150	Western KiriFeng Protectorate	西雾风镇护府
151	BoranLan River League	博岚澜河盟
152	Court of ShenHan	神寒朝廷
153	HanaXuan Jade Dominion	花玄玉都护
154	SongMireu Jade Dominion	松龙渊玉都护
155	HeiJin Free Cities	黑金自由城邦
156	Great QingMei Dominion	大青梅都护国
157	MingCang Banner State	明苍旗国
158	ShanTsuki Protectorate	山月镇护府
159	Celestial TengriHana Realm	腾玄花天朝
160	HeiQiu Jade Dominion	黑秋玉都护
161	The HoshinoSelen Mandate	星野瑟岚天命
162	Southern NingLin Kingdom	南宁林王国
163	LongGaram High Kingdom	龙江岚高王国
164	HeAn Banner State	河安旗国
165	The MireuTsuki Mandate	龙渊月天命
166	Southern TianArun Kingdom	南天阿岚王国
167	TianBaek Sacred Realm	天白岳神域国
168	Celestial LuoYan Realm	洛焰天朝
169	XingLuo Sea Kingdom	星洛海国
170	The LanQiu Mandate	澜秋天命
171	Celestial ShiroRui Realm	白瑞天朝
172	The HoshinoCheong Mandate	星野青川天命
173	MingGaram Banner State	明江岚旗国
174	Western LuoLong Protectorate	西洛龙镇护府
175	The RuiKumo Mandate	瑞云天命
176	KuroShen Sea Kingdom	黑神海国
177	Northern ShiroHe Realm	北白河国
178	HaiBoran Commonwealth	海博岚合众邦
179	Great SoraCheong Mountain Realm	大空青川山国
180	ArunYin Jade Dominion	阿岚银玉都护
181	YamaLong River League	山龙河盟
182	HoshinoHaneul High Kingdom	星野天原高王国
183	ChunXuan High Kingdom	春玄高王国
184	LinMing Banner State	林明旗国
185	Northern HaiCang Realm	北海苍国
186	Northern JadeKiri Realm	北玉雾国
187	LuoYao Mountain Kingdom	洛曜山国
188	ZhuNing High Kingdom	竹宁高王国
189	Court of GuangXuan	光玄朝廷
190	ChunMei Banner State	春梅旗国
191	The HanaMu Mandate	花木天命
192	ShenYama River League	神山河盟
193	LinJade Mountain Kingdom	林玉山国
194	Court of LuoYin	洛银朝廷
195	Celestial HoshinoBaek Realm	星野白岳天朝
196	Southern BoranLong Kingdom	南博岚龙王国
197	Western KazeHana Protectorate	西风花镇护府
198	GaramQiu Court	江岚秋朝廷
199	Western GuangYin Protectorate	西光银镇护府
200	Eastern AnQiu Court	东安秋朝
